"emoji.chars","emoji.descriptions"
"<U+0001F471><U+0001F3FD>","<U+200D><U+2640> woman: medium skin tone, blond hair"
"<U+0001F471><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman: medium-dark skin tone, blond hair"
"<U+0001F471><U+0001F3FE>","<U+200D><U+2640> woman: medium-dark skin tone, blond hair"
"<U+0001F471><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman: dark skin tone, blond hair"
"<U+0001F471><U+0001F3FF>","<U+200D><U+2640> woman: dark skin tone, blond hair"
"<U+0001F469><U+200D>","<U+0001F9B0> woman: red hair"
"<U+0001F469><U+0001F3FB>","<U+200D><U+0001F9B0> woman: light skin tone, red hair"
"<U+0001F469><U+0001F3FC>","<U+200D><U+0001F9B0> woman: medium-light skin tone, red hair"
"<U+0001F469><U+0001F3FD>","<U+200D><U+0001F9B0> woman: medium skin tone, red hair"
"<U+0001F469><U+0001F3FE>","<U+200D><U+0001F9B0> woman: medium-dark skin tone, red hair"
"<U+0001F469><U+0001F3FF>","<U+200D><U+0001F9B0> woman: dark skin tone, red hair"
"<U+0001F469><U+200D>","<U+0001F9B1> woman: curly hair"
"<U+0001F469><U+0001F3FB>","<U+200D><U+0001F9B1> woman: light skin tone, curly hair"
"<U+0001F469><U+0001F3FC>","<U+200D><U+0001F9B1> woman: medium-light skin tone, curly hair"
"<U+0001F469><U+0001F3FD>","<U+200D><U+0001F9B1> woman: medium skin tone, curly hair"
"<U+0001F469><U+0001F3FE>","<U+200D><U+0001F9B1> woman: medium-dark skin tone, curly hair"
"<U+0001F469><U+0001F3FF>","<U+200D><U+0001F9B1> woman: dark skin tone, curly hair"
"<U+0001F469><U+200D>","<U+0001F9B3> woman: white hair"
"<U+0001F469><U+0001F3FB>","<U+200D><U+0001F9B3> woman: light skin tone, white hair"
"<U+0001F469><U+0001F3FC>","<U+200D><U+0001F9B3> woman: medium-light skin tone, white hair"
"<U+0001F469><U+0001F3FD>","<U+200D><U+0001F9B3> woman: medium skin tone, white hair"
"<U+0001F469><U+0001F3FE>","<U+200D><U+0001F9B3> woman: medium-dark skin tone, white hair"
"<U+0001F469><U+0001F3FF>","<U+200D><U+0001F9B3> woman: dark skin tone, white hair"
"<U+0001F469><U+200D>","<U+0001F9B2> woman: bald"
"<U+0001F469><U+0001F3FB>","<U+200D><U+0001F9B2> woman: light skin tone, bald"
"<U+0001F469><U+0001F3FC>","<U+200D><U+0001F9B2> woman: medium-light skin tone, bald"
"<U+0001F469><U+0001F3FD>","<U+200D><U+0001F9B2> woman: medium skin tone, bald"
"<U+0001F469><U+0001F3FE>","<U+200D><U+0001F9B2> woman: medium-dark skin tone, bald"
"<U+0001F469><U+0001F3FF>","<U+200D><U+0001F9B2> woman: dark skin tone, bald"
"<U+0001F9D3>","older person"
"<U+0001F9D3><U+0001F3FB>","older person: light skin tone"
"<U+0001F9D3><U+0001F3FC>","older person: medium-light skin tone"
"<U+0001F9D3><U+0001F3FD>","older person: medium skin tone"
"<U+0001F9D3><U+0001F3FE>","older person: medium-dark skin tone"
"<U+0001F9D3><U+0001F3FF>","older person: dark skin tone"
"<U+0001F474>","old man"
"<U+0001F474><U+0001F3FB>","old man: light skin tone"
"<U+0001F474><U+0001F3FC>","old man: medium-light skin tone"
"<U+0001F474><U+0001F3FD>","old man: medium skin tone"
"<U+0001F474><U+0001F3FE>","old man: medium-dark skin tone"
"<U+0001F474><U+0001F3FF>","old man: dark skin tone"
"<U+0001F475>","old woman"
"<U+0001F475><U+0001F3FB>","old woman: light skin tone"
"<U+0001F475><U+0001F3FC>","old woman: medium-light skin tone"
"<U+0001F475><U+0001F3FD>","old woman: medium skin tone"
"<U+0001F475><U+0001F3FE>","old woman: medium-dark skin tone"
"<U+0001F475><U+0001F3FF>","old woman: dark skin tone"
"<U+0001F64D>","person frowning"
"<U+0001F64D><U+0001F3FB>","person frowning: light skin tone"
"<U+0001F64D><U+0001F3FC>","person frowning: medium-light skin tone"
"<U+0001F64D><U+0001F3FD>","person frowning: medium skin tone"
"<U+0001F64D><U+0001F3FE>","person frowning: medium-dark skin tone"
"<U+0001F64D><U+0001F3FF>","person frowning: dark skin tone"
"<U+0001F64D><U+200D>","<U+2642><U+FE0F> man frowning"
"<U+0001F64D><U+200D>","<U+2642> man frowning"
"<U+0001F64D><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man frowning: light skin tone"
"<U+0001F64D><U+0001F3FB>","<U+200D><U+2642> man frowning: light skin tone"
"<U+0001F64D><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man frowning: medium-light skin tone"
"<U+0001F64D><U+0001F3FC>","<U+200D><U+2642> man frowning: medium-light skin tone"
"<U+0001F64D><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man frowning: medium skin tone"
"<U+0001F64D><U+0001F3FD>","<U+200D><U+2642> man frowning: medium skin tone"
"<U+0001F64D><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man frowning: medium-dark skin tone"
"<U+0001F64D><U+0001F3FE>","<U+200D><U+2642> man frowning: medium-dark skin tone"
"<U+0001F64D><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man frowning: dark skin tone"
"<U+0001F64D><U+0001F3FF>","<U+200D><U+2642> man frowning: dark skin tone"
"<U+0001F64D><U+200D>","<U+2640><U+FE0F> woman frowning"
"<U+0001F64D><U+200D>","<U+2640> woman frowning"
"<U+0001F64D><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman frowning: light skin tone"
"<U+0001F64D><U+0001F3FB>","<U+200D><U+2640> woman frowning: light skin tone"
"<U+0001F64D><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman frowning: medium-light skin tone"
"<U+0001F64D><U+0001F3FC>","<U+200D><U+2640> woman frowning: medium-light skin tone"
"<U+0001F64D><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman frowning: medium skin tone"
"<U+0001F64D><U+0001F3FD>","<U+200D><U+2640> woman frowning: medium skin tone"
"<U+0001F64D><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman frowning: medium-dark skin tone"
"<U+0001F64D><U+0001F3FE>","<U+200D><U+2640> woman frowning: medium-dark skin tone"
"<U+0001F64D><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman frowning: dark skin tone"
"<U+0001F64D><U+0001F3FF>","<U+200D><U+2640> woman frowning: dark skin tone"
"<U+0001F64E>","person pouting"
"<U+0001F64E><U+0001F3FB>","person pouting: light skin tone"
"<U+0001F64E><U+0001F3FC>","person pouting: medium-light skin tone"
"<U+0001F64E><U+0001F3FD>","person pouting: medium skin tone"
"<U+0001F64E><U+0001F3FE>","person pouting: medium-dark skin tone"
"<U+0001F64E><U+0001F3FF>","person pouting: dark skin tone"
"<U+0001F64E><U+200D>","<U+2642><U+FE0F> man pouting"
"<U+0001F64E><U+200D>","<U+2642> man pouting"
"<U+0001F64E><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man pouting: light skin tone"
"<U+0001F64E><U+0001F3FB>","<U+200D><U+2642> man pouting: light skin tone"
"<U+0001F64E><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man pouting: medium-light skin tone"
"<U+0001F64E><U+0001F3FC>","<U+200D><U+2642> man pouting: medium-light skin tone"
"<U+0001F64E><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man pouting: medium skin tone"
"<U+0001F64E><U+0001F3FD>","<U+200D><U+2642> man pouting: medium skin tone"
"<U+0001F64E><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man pouting: medium-dark skin tone"
"<U+0001F64E><U+0001F3FE>","<U+200D><U+2642> man pouting: medium-dark skin tone"
"<U+0001F64E><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man pouting: dark skin tone"
"<U+0001F64E><U+0001F3FF>","<U+200D><U+2642> man pouting: dark skin tone"
"<U+0001F64E><U+200D>","<U+2640><U+FE0F> woman pouting"
"<U+0001F64E><U+200D>","<U+2640> woman pouting"
"<U+0001F64E><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman pouting: light skin tone"
"<U+0001F64E><U+0001F3FB>","<U+200D><U+2640> woman pouting: light skin tone"
"<U+0001F64E><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman pouting: medium-light skin tone"
"<U+0001F64E><U+0001F3FC>","<U+200D><U+2640> woman pouting: medium-light skin tone"
"<U+0001F64E><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman pouting: medium skin tone"
"<U+0001F64E><U+0001F3FD>","<U+200D><U+2640> woman pouting: medium skin tone"
"<U+0001F64E><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman pouting: medium-dark skin tone"
"<U+0001F64E><U+0001F3FE>","<U+200D><U+2640> woman pouting: medium-dark skin tone"
"<U+0001F64E><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman pouting: dark skin tone"
"<U+0001F64E><U+0001F3FF>","<U+200D><U+2640> woman pouting: dark skin tone"
"<U+0001F645>","person gesturing NO"
"<U+0001F645><U+0001F3FB>","person gesturing NO: light skin tone"
"<U+0001F645><U+0001F3FC>","person gesturing NO: medium-light skin tone"
"<U+0001F645><U+0001F3FD>","person gesturing NO: medium skin tone"
"<U+0001F645><U+0001F3FE>","person gesturing NO: medium-dark skin tone"
"<U+0001F645><U+0001F3FF>","person gesturing NO: dark skin tone"
"<U+0001F645><U+200D>","<U+2642><U+FE0F> man gesturing NO"
"<U+0001F645><U+200D>","<U+2642> man gesturing NO"
"<U+0001F645><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man gesturing NO: light skin tone"
"<U+0001F645><U+0001F3FB>","<U+200D><U+2642> man gesturing NO: light skin tone"
"<U+0001F645><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man gesturing NO: medium-light skin tone"
"<U+0001F645><U+0001F3FC>","<U+200D><U+2642> man gesturing NO: medium-light skin tone"
"<U+0001F645><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man gesturing NO: medium skin tone"
"<U+0001F645><U+0001F3FD>","<U+200D><U+2642> man gesturing NO: medium skin tone"
"<U+0001F645><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man gesturing NO: medium-dark skin tone"
"<U+0001F645><U+0001F3FE>","<U+200D><U+2642> man gesturing NO: medium-dark skin tone"
"<U+0001F645><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man gesturing NO: dark skin tone"
"<U+0001F645><U+0001F3FF>","<U+200D><U+2642> man gesturing NO: dark skin tone"
"<U+0001F645><U+200D>","<U+2640><U+FE0F> woman gesturing NO"
"<U+0001F645><U+200D>","<U+2640> woman gesturing NO"
"<U+0001F645><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman gesturing NO: light skin tone"
"<U+0001F645><U+0001F3FB>","<U+200D><U+2640> woman gesturing NO: light skin tone"
"<U+0001F645><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman gesturing NO: medium-light skin tone"
"<U+0001F645><U+0001F3FC>","<U+200D><U+2640> woman gesturing NO: medium-light skin tone"
"<U+0001F645><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman gesturing NO: medium skin tone"
"<U+0001F645><U+0001F3FD>","<U+200D><U+2640> woman gesturing NO: medium skin tone"
"<U+0001F645><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman gesturing NO: medium-dark skin tone"
"<U+0001F645><U+0001F3FE>","<U+200D><U+2640> woman gesturing NO: medium-dark skin tone"
"<U+0001F645><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman gesturing NO: dark skin tone"
"<U+0001F645><U+0001F3FF>","<U+200D><U+2640> woman gesturing NO: dark skin tone"
"<U+0001F646>","person gesturing OK"
"<U+0001F646><U+0001F3FB>","person gesturing OK: light skin tone"
"<U+0001F646><U+0001F3FC>","person gesturing OK: medium-light skin tone"
"<U+0001F646><U+0001F3FD>","person gesturing OK: medium skin tone"
"<U+0001F646><U+0001F3FE>","person gesturing OK: medium-dark skin tone"
"<U+0001F646><U+0001F3FF>","person gesturing OK: dark skin tone"
"<U+0001F646><U+200D>","<U+2642><U+FE0F> man gesturing OK"
"<U+0001F646><U+200D>","<U+2642> man gesturing OK"
"<U+0001F646><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man gesturing OK: light skin tone"
"<U+0001F646><U+0001F3FB>","<U+200D><U+2642> man gesturing OK: light skin tone"
"<U+0001F646><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man gesturing OK: medium-light skin tone"
"<U+0001F646><U+0001F3FC>","<U+200D><U+2642> man gesturing OK: medium-light skin tone"
"<U+0001F646><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man gesturing OK: medium skin tone"
"<U+0001F646><U+0001F3FD>","<U+200D><U+2642> man gesturing OK: medium skin tone"
"<U+0001F646><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man gesturing OK: medium-dark skin tone"
"<U+0001F646><U+0001F3FE>","<U+200D><U+2642> man gesturing OK: medium-dark skin tone"
"<U+0001F646><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man gesturing OK: dark skin tone"
"<U+0001F646><U+0001F3FF>","<U+200D><U+2642> man gesturing OK: dark skin tone"
"<U+0001F646><U+200D>","<U+2640><U+FE0F> woman gesturing OK"
"<U+0001F646><U+200D>","<U+2640> woman gesturing OK"
"<U+0001F646><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman gesturing OK: light skin tone"
"<U+0001F646><U+0001F3FB>","<U+200D><U+2640> woman gesturing OK: light skin tone"
"<U+0001F646><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman gesturing OK: medium-light skin tone"
"<U+0001F646><U+0001F3FC>","<U+200D><U+2640> woman gesturing OK: medium-light skin tone"
"<U+0001F646><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman gesturing OK: medium skin tone"
"<U+0001F646><U+0001F3FD>","<U+200D><U+2640> woman gesturing OK: medium skin tone"
"<U+0001F646><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman gesturing OK: medium-dark skin tone"
"<U+0001F646><U+0001F3FE>","<U+200D><U+2640> woman gesturing OK: medium-dark skin tone"
"<U+0001F646><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman gesturing OK: dark skin tone"
"<U+0001F646><U+0001F3FF>","<U+200D><U+2640> woman gesturing OK: dark skin tone"
"<U+0001F481>","person tipping hand"
"<U+0001F481><U+0001F3FB>","person tipping hand: light skin tone"
"<U+0001F481><U+0001F3FC>","person tipping hand: medium-light skin tone"
"<U+0001F481><U+0001F3FD>","person tipping hand: medium skin tone"
"<U+0001F481><U+0001F3FE>","person tipping hand: medium-dark skin tone"
"<U+0001F481><U+0001F3FF>","person tipping hand: dark skin tone"
"<U+0001F481><U+200D>","<U+2642><U+FE0F> man tipping hand"
"<U+0001F481><U+200D>","<U+2642> man tipping hand"
"<U+0001F481><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man tipping hand: light skin tone"
"<U+0001F481><U+0001F3FB>","<U+200D><U+2642> man tipping hand: light skin tone"
"<U+0001F481><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man tipping hand: medium-light skin tone"
"<U+0001F481><U+0001F3FC>","<U+200D><U+2642> man tipping hand: medium-light skin tone"
"<U+0001F481><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man tipping hand: medium skin tone"
"<U+0001F481><U+0001F3FD>","<U+200D><U+2642> man tipping hand: medium skin tone"
"<U+0001F481><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man tipping hand: medium-dark skin tone"
"<U+0001F481><U+0001F3FE>","<U+200D><U+2642> man tipping hand: medium-dark skin tone"
"<U+0001F481><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man tipping hand: dark skin tone"
"<U+0001F481><U+0001F3FF>","<U+200D><U+2642> man tipping hand: dark skin tone"
"<U+0001F481><U+200D>","<U+2640><U+FE0F> woman tipping hand"
"<U+0001F481><U+200D>","<U+2640> woman tipping hand"
"<U+0001F481><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman tipping hand: light skin tone"
"<U+0001F481><U+0001F3FB>","<U+200D><U+2640> woman tipping hand: light skin tone"
"<U+0001F481><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman tipping hand: medium-light skin tone"
"<U+0001F481><U+0001F3FC>","<U+200D><U+2640> woman tipping hand: medium-light skin tone"
"<U+0001F481><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman tipping hand: medium skin tone"
"<U+0001F481><U+0001F3FD>","<U+200D><U+2640> woman tipping hand: medium skin tone"
"<U+0001F481><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman tipping hand: medium-dark skin tone"
"<U+0001F481><U+0001F3FE>","<U+200D><U+2640> woman tipping hand: medium-dark skin tone"
"<U+0001F481><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman tipping hand: dark skin tone"
"<U+0001F481><U+0001F3FF>","<U+200D><U+2640> woman tipping hand: dark skin tone"
"<U+0001F64B>","person raising hand"
"<U+0001F64B><U+0001F3FB>","person raising hand: light skin tone"
"<U+0001F64B><U+0001F3FC>","person raising hand: medium-light skin tone"
"<U+0001F64B><U+0001F3FD>","person raising hand: medium skin tone"
"<U+0001F64B><U+0001F3FE>","person raising hand: medium-dark skin tone"
"<U+0001F64B><U+0001F3FF>","person raising hand: dark skin tone"
"<U+0001F64B><U+200D>","<U+2642><U+FE0F> man raising hand"
"<U+0001F64B><U+200D>","<U+2642> man raising hand"
"<U+0001F64B><U+0001F3FB>","<U+200D><U+2642><U+FE0F> man raising hand: light skin tone"
"<U+0001F64B><U+0001F3FB>","<U+200D><U+2642> man raising hand: light skin tone"
"<U+0001F64B><U+0001F3FC>","<U+200D><U+2642><U+FE0F> man raising hand: medium-light skin tone"
"<U+0001F64B><U+0001F3FC>","<U+200D><U+2642> man raising hand: medium-light skin tone"
"<U+0001F64B><U+0001F3FD>","<U+200D><U+2642><U+FE0F> man raising hand: medium skin tone"
"<U+0001F64B><U+0001F3FD>","<U+200D><U+2642> man raising hand: medium skin tone"
"<U+0001F64B><U+0001F3FE>","<U+200D><U+2642><U+FE0F> man raising hand: medium-dark skin tone"
"<U+0001F64B><U+0001F3FE>","<U+200D><U+2642> man raising hand: medium-dark skin tone"
"<U+0001F64B><U+0001F3FF>","<U+200D><U+2642><U+FE0F> man raising hand: dark skin tone"
"<U+0001F64B><U+0001F3FF>","<U+200D><U+2642> man raising hand: dark skin tone"
"<U+0001F64B><U+200D>","<U+2640><U+FE0F> woman raising hand"
"<U+0001F64B><U+200D>","<U+2640> woman raising hand"
"<U+0001F64B><U+0001F3FB>","<U+200D><U+2640><U+FE0F> woman raising hand: light skin tone"
"<U+0001F64B><U+0001F3FB>","<U+200D><U+2640> woman raising hand: light skin tone"
"<U+0001F64B><U+0001F3FC>","<U+200D><U+2640><U+FE0F> woman raising hand: medium-light skin tone"
"<U+0001F64B><U+0001F3FC>","<U+200D><U+2640> woman raising hand: medium-light skin tone"
"<U+0001F64B><U+0001F3FD>","<U+200D><U+2640><U+FE0F> woman raising hand: medium skin tone"
"<U+0001F64B><U+0001F3FD>","<U+200D><U+2640> woman raising hand: medium skin tone"
"<U+0001F64B><U+0001F3FE>","<U+200D><U+2640><U+FE0F> woman raising hand: medium-dark skin tone"
"<U+0001F64B><U+0001F3FE>","<U+200D><U+2640> woman raising hand: medium-dark skin tone"
"<U+0001F64B><U+0001F3FF>","<U+200D><U+2640><U+FE0F> woman raising hand: dark skin tone"
"<U+0001F64B><U+0001F3FF>","<U+200D><U+2640> woman raising hand: dark skin tone"
"<U+0001F9CF>","deaf person"
"<U+0001F9CF><U+0001F3FB>","deaf person: light skin tone"
"<U+0001F9CF><U+0001F3FC>","deaf person: medium-light skin tone"
"<U+0001F9CF><U+0001F3FD>","deaf person: medium skin tone"
"<U+0001F9CF><U+0001F3FE>","deaf person: medium-dark skin tone"
"<U+0001F9CF><U+0001F3FF>","deaf person: dark skin tone"
"<U+0001F9CF><U+200D>","<U+2642><U+FE0F> deaf man"
"<U+0001F9CF><U+200D>","<U+2642> deaf man"
"<U+0001F9CF><U+0001F3FB>","<U+200D><U+2642><U+FE0F> deaf man: light skin tone"
"<U+0001F9CF><U+0001F3FB>","<U+200D><U+2642> deaf man: light skin tone"
"<U+0001F9CF><U+0001F3FC>","<U+200D><U+2642><U+FE0F> deaf man: medium-light skin tone"
"<U+0001F9CF><U+0001F3FC>","<U+200D><U+2642> deaf man: medium-light skin tone"
"<U+0001F9CF><U+0001F3FD>","<U+200D><U+2642><U+FE0F> deaf man: medium skin tone"
"<U+0001F9CF><U+0001F3FD>","<U+200D><U+2642> deaf man: medium skin tone"
"<U+0001F9CF><U+0001F3FE>","<U+200D><U+2642><U+FE0F> deaf man: medium-dark skin tone"
"<U+0001F9CF><U+0001F3FE>","<U+200D><U+2642> deaf man: medium-dark skin tone"
"<U+0001F9CF><U+0001F3FF>","<U+200D><U+2642><U+FE0F> deaf man: dark skin tone"
"<U+0001F9CF><U+0001F3FF>","<U+200D><U+2642> deaf man: dark skin tone"
"<U+0001F9CF><U+200D>","<U+2640><U+FE0F> deaf woman"
"<U+0001F9CF><U+200D>","<U+2640> deaf woman"
"<U+0001F9CF><U+0001F3FB>","<U+200D><U+2640><U+FE0F> deaf woman: light skin tone"
"<U+0001F9CF><U+0001F3FB>","<U+200D><U+2640> deaf woman: light skin tone"
"<U+0001F9CF><U+0001F3FC>","<U+200D><U+2640><U+FE0F> deaf woman: medium-light skin tone"
"<U+0001F9CF><U+0001F3FC>","<U+200D><U+2640> deaf woman: medium-light skin tone"
"<U+0001F9CF><U+0001F3FD>","<U+200D><U+2640><U+FE0F> deaf woman: medium skin tone"
"<U+0001F9CF><U+0001F3FD>","<U+200D><U+2640> deaf woman: medium skin tone"
"<U+0001F9CF><U+0001F3FE>","<U+200D><U+2640><U+FE0F> deaf woman: medium-dark skin tone"
"<U+0001F9CF><U+0001F3FE>","<U+200D><U+2640> deaf woman: medium-dark skin tone"
"<U+0001F9CF><U+0001F3FF>","<U+200D><U+2640><U+FE0F> deaf woman: dark skin tone"
"<U+0001F9CF><U+0001F3FF>","<U+200D><U+2640> deaf woman: dark skin tone"
"<U+0001F647>","person bowing"
"<U+0001F647><U+0001F3FB>","person bowing: light skin tone"
"<U+0001F647><U+0001F3FC>","person bowing: medium-light skin tone"
"<U+0001F647><U+0001F3FD>","person bowing: medium skin tone"
"<U+0001F647><U+0001F3FE>","person bowing: medium-dark skin tone"
"<U+0001F647><U+0001F3FF>","person bowing: dark skin tone"
"<U+0001F647><U+200D>","<U+2642><U+FE0F> man bowing"
